,Accession,Submitters,Species,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
101,OM824555,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
102,OM824556,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
103,OM824557,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
104,OM824558,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
105,OM824559,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
106,OM824560,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
107,OM824561,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
108,OM824562,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
109,OM824563,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
110,OM824564,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
111,OM824565,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
112,OM824566,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
113,OM824567,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
114,OM824568,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
115,OM824569,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2012,2012-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
116,OM824590,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
117,OM824591,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
118,OM824592,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
119,OM824593,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
120,OM824594,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
121,OM824595,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
122,OM824596,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
123,OM824597,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
124,OM824598,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
125,OM824599,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
126,OM824600,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
127,OM824601,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
128,OM824602,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
129,OM824603,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
130,OM824604,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
131,OM824605,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
132,OM824606,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
133,OM824607,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
134,OM824608,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
135,OM824609,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2013,2013-01-01,1.0,1,1.5333554,32.2166578,12.783292118751895
136,OM824610,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
137,OM824611,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
138,OM824612,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
139,OM824613,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
140,OM824614,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
141,OM824616,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
142,OM824618,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
143,OM824619,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
144,OM824620,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
145,OM824621,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2011,2011-01-01,1.0,52,1.4419683,38.4313975,12.788483212687902
146,OM824813,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
147,OM824814,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
148,OM824815,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
149,OM824816,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
150,OM824817,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
151,OM824818,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
152,OM824819,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
153,OM824820,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
154,OM824821,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
155,OM824822,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Kenya,blood,2010,2010-01-01,1.0,53,1.4419683,38.4313975,12.788483212687902
